Sale_ID,Region,Cookie_Variety,Total_Boxes_Purchased,Sales_Amount,Sale_Date,Customer_ID,Age_Group,Gender,Household_Income,Family_Size,Customer_City,Customer_State,Price_Per_Box,Loyalty_Program_Participation,Preferred_Sales_Channel,Preferred_Payment_Method,Satisfaction_Rating,Troop_ID,Troop_Size,Troop_Leader_Name,Channel_Type,Temperature,Weather_Conditions
2669,Northeast,Do-si-dos,3,18,1/21/2024,1226,36-45,Female,<$50k,5,Jersey City, NJ,6,Yes,Door-to-Door,Cash,4,12316,17,Lucy,Door-to-Door,56,Sunny
2670,Southeast,Do-si-dos,2,12,9/4/2024,1070,26-35,Male,$50-100k,3,Jacksonville, FL,6,Yes,Booth,Mobile Payment,2,72011,20,Stella,Door-to-Door,62,Cloudy
2671,Southeast,Lemonades,4,24,4/27/2024,1046,36-45,Female,$150-200k,4,Jacksonville, FL,6,No,Booth,Credit Card,1,72011,9,Stella,Booth,66,Cloudy
2672,Northeast,Thin Mints,10,60,8/28/2024,1154,18-25,Male,<$50k,3,Albany, NY,6,Yes,Door-to-Door,Mobile Payment,4,1188,15,Amber,Online,67,Rainy
2673,Northeast,Adventurefuls,10,60,9/7/2024,1276,36-45,Female,$100-150k,2,Bethesda, MD,6,No,Online,Cash,1,2059,14,Roxy,Door-to-Door,60,Cloudy
2674,Southeast,Tagalongs,8,48,3/3/2024,1347,18-25,Female,$100-150k,4,Yulee, FL,6,No,Door-to-Door,Cash,4,71734,11,Aaliyah,Online,56,Rainy
2675,Southeast,Thin Mints,4,24,6/18/2024,1319,36-45,Male,$100-150k,5,St. Augustine, FL,6,No,Online,Credit Card,3,53021,9,Autumn,Door-to-Door,70,Cloudy
2676,Northeast,Thin Mints,2,12,1/1/2024,1109,26-35,Female,$150-200k,6,Colonie, NY,6,No,Booth,Credit Card,1,1014,15,Chloe,Online,57,Cloudy
2677,Northeast,Thin Mints,9,54,9/17/2024,1093,36-45,Male,$100-150k,2,Wilkes-Barre, PA,6,No,Online,Credit Card,2,30130,18,Emilia,Door-to-Door,51,Cloudy
2678,South,Trefoils,9,54,9/20/2024,1408,26-35,Male,<$50k,4,Falls Church, VA,6,Yes,Online,Credit Card,1,4211,14,Lily,Booth,52,Rainy
2679,Northeast,Girl Scout S'mores,10,60,4/4/2024,1436,18-25,Male,$150-200k,4,Hoboken, NJ,6,No,Online,Credit Card,4,12019,17,Layla,Booth,64,Cloudy
2680,South,Toast-Yay!,3,18,10/3/2024,1281,18-25,Female,<$50k,4,Del City, OK,6,No,Booth,Mobile Payment,2,425,11,Olivia,Online,53,Rainy
2681,Southeast,Samoas,5,30,7/24/2024,1367,46-55,Male,$100-150k,4,Milton, GA,6,Yes,Online,Cash,2,18529,8,Claire,Online,56,Rainy
2682,West,Do-si-dos,7,42,4/1/2024,1485,36-45,Female,<$50k,5,Scottsdale, AZ,6,No,Booth,Credit Card,2,128,13,Lydia,Booth,55,Cloudy
2683,South,Lemonades,4,24,5/7/2024,1089,36-45,Male,$50-100k,6,Moore, OK,6,No,Door-to-Door,Mobile Payment,2,3637,9,Audrey,Door-to-Door,51,Sunny
2684,Southeast,Samoas,8,48,5/5/2024,1382,18-25,Male,$150-200k,6,Marietta, GA,6,Yes,Booth,Cash,1,17534,19,Aurora,Booth,65,Rainy
2685,Southeast,Lemon-Ups,2,12,4/10/2024,1367,46-55,Male,$100-150k,4,Milton, GA,6,No,Door-to-Door,Cash,1,18529,8,Claire,Booth,53,Rainy
2686,West,Thin Mints,7,42,4/1/2024,1231,18-25,Female,$50-100k,6,Paradise, NV,6,No,Door-to-Door,Credit Card,2,396,20,Leah,Online,51,Cloudy
2687,Southeast,Samoas,3,18,3/14/2024,1022,18-25,Male,$100-150k,2,Jacksonville, FL,6,No,Door-to-Door,Mobile Payment,5,72011,18,Stella,Booth,68,Rainy
2688,South,Adventurefuls,2,12,10/23/2024,1473,36-45,Male,$100-150k,2,Falls Church, VA,6,Yes,Booth,Cash,5,4211,14,Lily,Door-to-Door,60,Rainy
2689,West,Thin Mints,6,36,4/13/2024,1233,18-25,Male,<$50k,6,Inglewood, CA,6,Yes,Online,Cash,2,5071,11,Avery,Booth,61,Sunny
2690,Southeast,Adventurefuls,1,6,8/14/2024,1331,36-45,Female,$100-150k,4,Huntersville, NC,6,No,Online,Mobile Payment,1,3491,13,Gabriella,Online,69,Sunny
2691,Northeast,Toast-Yay!,8,48,2/14/2024,1168,46-55,Male,<$50k,6,Clarks Summit, PA,6,No,Online,Credit Card,5,50801,18,Maria,Booth,55,Rainy
2692,Southeast,Toast-Yay!,2,12,5/24/2024,1361,26-35,Female,$100-150k,4,Miami, FL,6,No,Booth,Cash,4,2417,10,Ruby,Booth,66,Cloudy
2693,Northeast,Thin Mints,4,24,4/30/2024,1206,26-35,Male,$100-150k,2,Jersey City, NJ,6,Yes,Door-to-Door,Cash,3,12316,17,Lucy,Online,50,Cloudy
2694,South,Girl Scout S'mores,10,60,9/6/2024,1050,18-25,Male,$100-150k,5,Memphis, TN,6,Yes,Online,Cash,1,10543,11,Violet,Door-to-Door,52,Sunny
2695,Southeast,Samoas,5,30,4/11/2024,1406,46-55,Male,<$50k,6,Sullivan’s Island, SC,6,No,Door-to-Door,Cash,4,3613,17,Ivy,Booth,57,Rainy
2696,Northeast,Thin Mints,5,30,9/19/2024,1314,18-25,Male,$100-150k,2,Clarks Summit, PA,6,No,Booth,Credit Card,1,50801,18,Maria,Booth,64,Rainy
2697,Midwest,Samoas,3,18,10/15/2024,1156,36-45,Male,$50-100k,3,Columbus, OH,6,Yes,Online,Credit Card,2,6824,9,Isabella,Booth,61,Cloudy
2698,Northeast,Girl Scout S'mores,5,30,2/24/2024,1296,46-55,Male,$150-200k,3,Bethesda, MD,6,No,Online,Credit Card,3,2059,14,Roxy,Online,60,Rainy
2699,Southeast,Do-si-dos,10,60,4/16/2024,1478,36-45,Female,<$50k,3,Atlanta, GA,6,Yes,Booth,Cash,3,24299,19,Stasia,Online,57,Sunny
2700,Southeast,Thin Mints,10,60,6/2/2024,1136,26-35,Male,<$50k,3,Atlanta, GA,6,Yes,Door-to-Door,Credit Card,5,24299,19,Stasia,Online,54,Rainy
2701,Northeast,Toffee-tastic,6,36,5/9/2024,1055,36-45,Female,<$50k,4,Jersey City, NJ,6,No,Door-to-Door,Credit Card,5,12316,17,Lucy,Booth,59,Cloudy
2702,Southeast,Thin Mints,9,54,8/10/2024,1076,26-35,Female,$150-200k,2,Jacksonville, FL,6,No,Online,Cash,1,72011,9,Stella,Booth,50,Sunny
2703,Southeast,Samoas,5,30,8/2/2024,1217,18-25,Male,$150-200k,3,Milton, GA,6,No,Booth,Cash,1,18529,8,Claire,Booth,52,Sunny
2704,South,Toffee-tastic,8,48,4/26/2024,1052,46-55,Female,$100-150k,6,Oklahoma City, OK,6,Yes,Door-to-Door,Cash,4,3115,19,Savannah,Online,52,Cloudy
2705,Southeast,Thin Mints,7,42,3/8/2024,1011,26-35,Male,$100-150k,2,Doral, FL,6,Yes,Door-to-Door,Mobile Payment,1,2405,10,Madison,Door-to-Door,64,Sunny
2706,Southeast,Lemon-Ups,2,12,4/23/2024,1136,26-35,Male,<$50k,3,Atlanta, GA,6,No,Booth,Credit Card,2,24299,19,Stasia,Door-to-Door,57,Rainy
2707,West,Thin Mints,2,12,7/4/2024,1028,26-35,Female,$50-100k,5,Beaverton, OR,6,Yes,Online,Credit Card,4,81503,8,Kamora,Online,67,Cloudy
2708,South,Thin Mints,3,18,7/12/2024,1302,18-25,Male,$150-200k,5,Bartlett, TN,6,Yes,Booth,Cash,1,10190D,11,Tanya,Online,65,Sunny
2709,Northeast,Samoas,1,6,5/19/2024,1168,46-55,Male,<$50k,6,Clarks Summit, PA,6,Yes,Booth,Credit Card,3,50801,18,Maria,Online,67,Rainy
2710,Northeast,Tagalongs,4,24,5/13/2024,1360,36-45,Male,$150-200k,3,Bronx, NY,6,Yes,Door-to-Door,Credit Card,2,1236,19,Sydney,Booth,60,Cloudy
2711,South,Thin Mints,2,12,9/19/2024,1180,36-45,Female,$150-200k,2,Yukon, OK,6,Yes,Booth,Credit Card,5,358,11,Quinn,Booth,54,Rainy
2712,South,Toffee-tastic,3,18,8/2/2024,1121,26-35,Female,$50-100k,2,Moore, OK,6,No,Booth,Cash,1,3637,12,Audrey,Door-to-Door,65,Rainy
2713,Southeast,Tagalongs,5,30,9/8/2024,1166,36-45,Male,$150-200k,4,Pineville, NC,6,Yes,Door-to-Door,Cash,3,2674,11,Piper,Door-to-Door,69,Sunny
2714,Northeast,Samoas,2,12,7/12/2024,1244,46-55,Female,<$50k,4,Colonie, NY,6,No,Door-to-Door,Mobile Payment,3,1014,15,Chloe,Door-to-Door,54,Sunny
2715,Southeast,Thin Mints,3,18,7/24/2024,1245,18-25,Male,$100-150k,4,Miami, FL,6,Yes,Online,Mobile Payment,2,2417,10,Ruby,Online,60,Rainy
2716,Southeast,Toffee-tastic,5,30,1/29/2024,1152,18-25,Female,$100-150k,2,Morrisville, NC,6,Yes,Booth,Mobile Payment,3,407,16,Eleanor,Online,67,Sunny
2717,Northeast,Samoas,4,24,5/6/2024,1267,18-25,Male,$100-150k,2,Union City, NJ,6,Yes,Online,Credit Card,2,12201,17,Brooklyn,Door-to-Door,62,Cloudy
2718,Southeast,Thin Mints,4,24,9/20/2024,1115,36-45,Male,$150-200k,2,Charleston, SC,6,No,Online,Cash,1,3618,17,Jayla,Door-to-Door,54,Rainy
2719,Northeast,Tagalongs,6,36,9/25/2024,1301,26-35,Male,$150-200k,6,Washington, DC,6,No,Booth,Mobile Payment,5,2612,14,Arabella,Online,62,Sunny
2720,Southeast,Thin Mints,5,30,3/22/2024,1058,46-55,Female,$50-100k,3,Jacksonville, FL,6,Yes,Door-to-Door,Cash,3,72011,15,Stella,Booth,70,Sunny
2721,Northeast,Tagalongs,5,30,5/12/2024,1226,36-45,Female,<$50k,5,Jersey City, NJ,6,Yes,Online,Mobile Payment,3,12316,17,Lucy,Online,65,Rainy
2722,Northeast,Samoas,9,54,9/16/2024,1034,18-25,Male,$50-100k,3,Hartford, CT,6,Yes,Door-to-Door,Cash,5,10057,18,Aria,Door-to-Door,58,Rainy
2723,West,Thin Mints,1,6,1/31/2024,1458,36-45,Male,$50-100k,4,Henderson, NV,6,No,Door-to-Door,Mobile Payment,2,79,20,Abigail,Booth,51,Sunny
2724,Northeast,Do-si-dos,9,54,7/23/2024,1130,18-25,Male,<$50k,5,Albany, NY,6,Yes,Door-to-Door,Mobile Payment,3,1188,15,Amber,Door-to-Door,68,Sunny
2725,South,Caramel Chocolate Chip,4,24,2/16/2024,1346,18-25,Male,$150-200k,6,Falls Church, VA,6,Yes,Online,Cash,4,4211,14,Lily,Online,53,Sunny
2726,Northeast,Thin Mints,5,30,5/14/2024,1453,46-55,Female,<$50k,5,Hoboken, NJ,6,No,Booth,Cash,3,12019,17,Layla,Online,62,Sunny
2727,Northeast,Lemonades,3,18,1/29/2024,1429,26-35,Female,<$50k,6,New Britain, CT,6,Yes,Online,Mobile Payment,3,66731,18,Brianna,Door-to-Door,53,Rainy
2728,Northeast,Tagalongs,9,54,7/31/2024,1110,18-25,Female,$50-100k,2,Silver Spring, MD,6,No,Online,Cash,2,42185,14,Jasmine,Booth,61,Sunny
2729,Northeast,Samoas,2,12,4/18/2024,1267,18-25,Male,$100-150k,2,Union City, NJ,6,No,Online,Credit Card,3,12201,17,Brooklyn,Online,70,Cloudy
2730,Southeast,Samoas,7,42,2/11/2024,1136,26-35,Male,<$50k,3,Atlanta, GA,6,Yes,Door-to-Door,Credit Card,5,24299,19,Stasia,Door-to-Door,59,Cloudy
2731,Northeast,Girl Scout S'mores,9,54,5/1/2024,1324,26-35,Male,$150-200k,4,Albany, NY,6,No,Booth,Credit Card,5,1188,15,Amber,Door-to-Door,65,Rainy
2732,Northeast,Thin Mints,1,6,9/26/2024,1403,46-55,Male,<$50k,3,Brooklyn, NY,6,No,Booth,Cash,3,2524,16,Teyana,Door-to-Door,54,Sunny
2733,Southeast,Thin Mints,5,30,7/19/2024,1416,18-25,Male,$50-100k,5,Alpharetta, GA,6,No,Door-to-Door,Credit Card,3,20626,8,Nia,Online,59,Rainy
2734,Northeast,Samoas,8,48,1/25/2024,1138,46-55,Female,$50-100k,3,Jersey City, NJ,6,No,Booth,Credit Card,3,12316,17,Lucy,Booth,51,Cloudy
2735,Northeast,Samoas,4,24,4/24/2024,1244,46-55,Female,<$50k,4,Colonie, NY,6,No,Booth,Mobile Payment,2,1014,15,Chloe,Booth,60,Cloudy
2736,Northeast,Tagalongs,1,6,8/12/2024,1426,18-25,Female,$100-150k,4,Brooklyn, NY,6,Yes,Door-to-Door,Credit Card,5,2524,18,Teyana,Online,62,Rainy
2737,South,Tagalongs,8,48,8/8/2024,1053,36-45,Male,<$50k,4,Oklahoma City, OK,6,Yes,Online,Credit Card,5,3115,10,Savannah,Door-to-Door,67,Rainy
2738,Northeast,Thin Mints,9,54,2/5/2024,1385,18-25,Male,<$50k,6,New Britain, CT,6,Yes,Booth,Credit Card,2,66731,14,Brianna,Online,54,Rainy
2739,South,Toast-Yay!,3,18,5/19/2024,1445,26-35,Female,$100-150k,2,Collierville, TN,6,Yes,Door-to-Door,Credit Card,2,13258,11,Ava,Booth,65,Cloudy
2740,South,Samoas,7,42,1/18/2024,1463,46-55,Female,$150-200k,6,Falls Church, VA,6,Yes,Booth,Credit Card,1,4211,14,Lily,Booth,60,Rainy
2741,South,Toast-Yay!,10,60,3/21/2024,1185,46-55,Female,$50-100k,5,Yukon, OK,6,No,Door-to-Door,Cash,2,358,13,Quinn,Booth,54,Cloudy
2742,South,Tagalongs,1,6,9/21/2024,1383,18-25,Female,$100-150k,4,Del City, OK,6,Yes,Door-to-Door,Mobile Payment,2,425,19,Olivia,Door-to-Door,61,Cloudy
2743,Northeast,Samoas,8,48,9/1/2024,1401,18-25,Male,$100-150k,2,Union City, NJ,6,No,Booth,Credit Card,2,12201,17,Brooklyn,Online,63,Rainy
2744,Southeast,Thin Mints,1,6,5/28/2024,1202,46-55,Male,$100-150k,2,Apex, NC,6,Yes,Booth,Mobile Payment,1,02584,16,Naima,Door-to-Door,59,Sunny
2745,Northeast,Thin Mints,5,30,8/30/2024,1358,26-35,Male,$150-200k,3,Hoboken, NJ,6,Yes,Online,Mobile Payment,5,12019,17,Layla,Door-to-Door,58,Cloudy
2746,Northeast,Do-si-dos,5,30,3/17/2024,1107,26-35,Male,$150-200k,4,Queens, NY,6,No,Booth,Credit Card,2,4032,10,Elena,Online,62,Cloudy
2747,Midwest,Samoas,9,54,8/19/2024,1157,26-35,Female,$150-200k,2,Powell, OH,6,Yes,Booth,Cash,2,5169,9,Sadie,Online,57,Cloudy
2748,South,Toast-Yay!,6,36,3/23/2024,1203,46-55,Male,$100-150k,2,Memphis, TN,6,No,Online,Cash,5,10543,11,Violet,Booth,62,Cloudy
2749,Northeast,Girl Scout S'mores,8,48,6/11/2024,1057,46-55,Female,<$50k,3,Bloomfield, CT,6,No,Booth,Cash,2,10318,13,Bianca,Door-to-Door,56,Sunny
2750,Southeast,Do-si-dos,6,36,1/5/2024,1058,46-55,Female,$50-100k,3,Jacksonville, FL,6,Yes,Booth,Credit Card,3,72011,15,Stella,Door-to-Door,61,Cloudy
2751,South,Girl Scout S'mores,9,54,8/9/2024,1036,46-55,Male,<$50k,3,Irving, TX,6,Yes,Online,Mobile Payment,1,2278,8,Nora,Booth,68,Cloudy
2752,South,Tagalongs,7,42,3/2/2024,1180,36-45,Female,$150-200k,2,Yukon, OK,6,No,Door-to-Door,Mobile Payment,4,358,11,Quinn,Online,62,Sunny
2753,Southeast,Thin Mints,9,54,4/3/2024,1481,36-45,Female,$150-200k,5,Callahan, FL,6,No,Door-to-Door,Cash,4,63013,12,De'ana,Booth,53,Sunny
2754,West,Samoas,6,36,7/4/2024,1147,18-25,Male,$100-150k,5,Portland, OR,6,No,Booth,Cash,1,10457,8,Eliana,Door-to-Door,62,Rainy
2755,Southeast,Tagalongs,3,18,6/11/2024,1150,18-25,Female,<$50k,3,Pineville, NC,6,No,Door-to-Door,Cash,4,2674,9,Piper,Door-to-Door,65,Rainy
2756,Northeast,Thin Mints,6,36,4/7/2024,1299,46-55,Female,$50-100k,2,Washington, DC,6,No,Door-to-Door,Mobile Payment,4,2612,14,Arabella,Online,50,Rainy
2757,West,Thin Mints,1,6,8/2/2024,1061,46-55,Male,$150-200k,6,Inglewood, CA,6,No,Online,Cash,5,5071,11,Avery,Door-to-Door,64,Sunny
2758,Northeast,Trefoils,7,42,8/8/2024,1366,18-25,Male,$100-150k,3,Bronx, NY,6,No,Door-to-Door,Cash,4,1236,15,Sydney,Door-to-Door,62,Sunny
2759,South,Tagalongs,6,36,3/18/2024,1248,36-45,Male,$100-150k,3,Yukon, OK,6,No,Booth,Cash,3,358,18,Quinn,Door-to-Door,56,Rainy
2760,Northeast,Trefoils,5,30,9/1/2024,1407,46-55,Male,$150-200k,4,Bayonne, NJ,6,Yes,Online,Cash,2,12052,17,Annie,Booth,52,Sunny
2761,Northeast,Do-si-dos,6,36,8/25/2024,1030,36-45,Female,$100-150k,2,New York, NY,6,Yes,Online,Mobile Payment,5,3990,8,Kennedy,Booth,54,Rainy
2762,Northeast,Tagalongs,1,6,4/25/2024,1062,46-55,Male,$100-150k,5,Bethesda, MD,6,Yes,Booth,Credit Card,4,2059,14,Roxy,Booth,65,Rainy
2763,Southeast,Do-si-dos,8,48,7/27/2024,1420,18-25,Male,$50-100k,2,Huntersville, NC,6,No,Booth,Cash,1,3491,11,Gabriella,Online,68,Rainy
2764,Southeast,Samoas,7,42,4/23/2024,1230,46-55,Female,$150-200k,3,Charleston, SC,6,No,Online,Cash,3,3618,17,Jayla,Online,64,Cloudy
2765,Southeast,Thin Mints,5,30,10/18/2024,1090,46-55,Male,$100-150k,3,Charlotte, NC,6,Yes,Booth,Cash,1,41,11,Alexis,Booth,65,Rainy
2766,Northeast,Thin Mints,1,6,8/9/2024,1276,36-45,Female,$100-150k,2,Bethesda, MD,6,No,Booth,Credit Card,1,2059,14,Roxy,Online,64,Rainy
2767,Southeast,Do-si-dos,8,48,3/23/2024,1202,46-55,Male,$100-150k,2,Apex, NC,6,No,Online,Mobile Payment,5,02584,16,Naima,Booth,51,Rainy
2768,Southeast,Samoas,5,30,6/22/2024,1414,18-25,Female,$50-100k,3,Doral, FL,6,Yes,Online,Cash,3,2405,10,Madison,Online,57,Rainy
2769,Southeast,Girl Scout S'mores,3,18,4/15/2024,1356,18-25,Female,$100-150k,2,Hialeah, FL,6,Yes,Door-to-Door,Cash,4,2564,10,Amelia,Online,63,Rainy
2770,Southeast,Do-si-dos,5,30,1/7/2024,1102,46-55,Female,$150-200k,5,Orange Park, FL,6,No,Online,Mobile Payment,5,31008,15,Maya,Door-to-Door,59,Cloudy
2771,Northeast,Samoas,10,60,1/15/2024,1470,26-35,Male,$100-150k,3,Pittston, PA,6,Yes,Door-to-Door,Cash,3,3088,18,Daisy,Online,50,Cloudy
2772,South,Samoas,2,12,9/16/2024,1002,46-55,Male,$50-100k,3,Irving, TX,6,Yes,Door-to-Door,Mobile Payment,1,2278,8,Nora,Booth,62,Cloudy
2773,South,Tagalongs,8,48,3/6/2024,1489,36-45,Female,<$50k,4,Falls Church, VA,6,No,Online,Cash,3,4211,14,Lily,Online,59,Rainy
2774,Northeast,Tagalongs,1,6,6/7/2024,1358,26-35,Male,$150-200k,3,Hoboken, NJ,6,No,Online,Cash,5,12019,17,Layla,Door-to-Door,55,Sunny
2775,Northeast,Do-si-dos,2,12,4/19/2024,1158,26-35,Male,$150-200k,5,Queens, NY,6,No,Booth,Cash,3,4032,17,Elena,Booth,70,Sunny
2776,Southeast,Trefoils,7,42,2/27/2024,1150,18-25,Female,<$50k,3,Pineville, NC,6,No,Door-to-Door,Credit Card,4,2674,9,Piper,Online,68,Cloudy
2777,South,Samoas,6,36,6/16/2024,1047,26-35,Female,$100-150k,5,Oklahoma City, OK,6,Yes,Door-to-Door,Mobile Payment,3,3115,17,Savannah,Booth,51,Rainy
2778,Northeast,Tagalongs,4,24,8/23/2024,1240,36-45,Female,$50-100k,3,Secaucus, NJ,6,Yes,Online,Cash,3,10289,17,Ivy,Booth,53,Cloudy
2779,Southeast,Lemonades,8,48,7/7/2024,1332,46-55,Male,$50-100k,3,Huntersville, NC,6,No,Online,Cash,4,3491,12,Gabriella,Door-to-Door,59,Cloudy
2780,West,Do-si-dos,7,42,6/29/2024,1190,36-45,Female,$150-200k,5,Las Vegas, NV,6,No,Door-to-Door,Cash,1,676,20,Victoria,Booth,60,Rainy
2781,Southeast,Samoas,6,36,5/30/2024,1416,18-25,Male,$50-100k,5,Alpharetta, GA,6,No,Online,Credit Card,3,20626,8,Nia,Online,67,Sunny
2782,West,Thin Mints,4,24,1/10/2024,1061,46-55,Male,$150-200k,6,Inglewood, CA,6,No,Online,Mobile Payment,3,5071,11,Avery,Door-to-Door,62,Cloudy
2783,Southeast,Thin Mints,7,42,8/9/2024,1236,26-35,Female,$50-100k,6,Sullivan’s Island, SC,6,No,Booth,Credit Card,4,3613,17,Ivy,Booth,50,Rainy
2784,Northeast,Tagalongs,7,42,8/26/2024,1412,46-55,Female,$150-200k,5,Colonie, NY,6,No,Door-to-Door,Mobile Payment,3,1014,15,Chloe,Online,57,Rainy
2785,Southeast,Lemon-Ups,9,54,6/8/2024,1016,18-25,Male,<$50k,6,Sullivan’s Island, SC,6,Yes,Online,Credit Card,3,3613,17,Ivy,Door-to-Door,53,Rainy
2786,South,Tagalongs,4,24,5/20/2024,1384,36-45,Female,<$50k,3,Falls Church, VA,6,No,Booth,Credit Card,3,4211,14,Lily,Door-to-Door,50,Sunny
2787,Southeast,Tagalongs,2,12,6/1/2024,1011,26-35,Male,$100-150k,2,Doral, FL,6,Yes,Online,Mobile Payment,4,2405,10,Madison,Online,57,Cloudy
2788,West,Do-si-dos,8,48,3/5/2024,1172,18-25,Female,$100-150k,2,Las Vegas, NV,6,No,Door-to-Door,Mobile Payment,5,676,20,Victoria,Booth,54,Sunny
2789,Northeast,Lemonades,3,18,7/23/2024,1223,18-25,Female,$100-150k,5,Wethersfield, CT,6,Yes,Door-to-Door,Mobile Payment,5,10288,8,Delilah,Online,51,Rainy
2790,Northeast,Do-si-dos,8,48,6/1/2024,1097,36-45,Female,$150-200k,5,Secaucus, NJ,6,No,Online,Mobile Payment,4,10289,17,Ivy,Door-to-Door,69,Rainy
2791,West,Samoas,4,24,10/11/2024,1397,46-55,Male,$150-200k,5,Beaverton, OR,6,No,Door-to-Door,Credit Card,4,81503,8,Kamora,Booth,56,Sunny
2792,Southeast,Thin Mints,9,54,9/17/2024,1116,46-55,Female,$150-200k,5,Charlotte, NC,6,Yes,Booth,Credit Card,5,41,12,Alexis,Booth,64,Rainy
2793,Southeast,Samoas,3,18,1/28/2024,1411,46-55,Female,<$50k,2,Huntersville, NC,6,No,Booth,Cash,2,3491,9,Gabriella,Online,57,Rainy
2794,Southeast,Samoas,6,36,5/22/2024,1207,18-25,Male,<$50k,6,Miami, FL,6,Yes,Door-to-Door,Credit Card,5,2417,10,Ruby,Online,53,Cloudy
2795,South,Lemonades,8,48,4/15/2024,1047,26-35,Female,$100-150k,5,Oklahoma City, OK,6,No,Booth,Mobile Payment,3,3115,17,Savannah,Door-to-Door,55,Rainy
2796,South,Samoas,1,6,7/25/2024,1032,46-55,Male,$100-150k,4,Oklahoma City, OK,6,Yes,Booth,Credit Card,1,3115,15,Savannah,Booth,68,Sunny
2797,Southeast,Tagalongs,8,48,7/28/2024,1077,46-55,Male,$150-200k,5,Raleigh, NC,6,Yes,Door-to-Door,Cash,4,1048,16,Josephine,Booth,69,Sunny
2798,Southeast,Caramel Chocolate Chip,2,12,9/1/2024,1342,46-55,Male,$100-150k,5,Apex, NC,6,No,Door-to-Door,Cash,4,02584,16,Naima,Online,57,Sunny
2799,Southeast,Caramel Chocolate Chip,10,60,6/13/2024,1423,26-35,Female,$150-200k,6,East Point, GA,6,No,Door-to-Door,Mobile Payment,5,30344,19,Zoe,Online,56,Cloudy
2800,Northeast,Samoas,6,36,5/28/2024,1128,26-35,Female,<$50k,2,Scranton, PA,6,Yes,Booth,Mobile Payment,4,52145,18,Willow,Door-to-Door,57,Sunny
2801,Northeast,Thin Mints,3,18,6/6/2024,1081,18-25,Female,<$50k,2,Scranton, PA,6,Yes,Door-to-Door,Cash,5,52145,18,Willow,Door-to-Door,59,Cloudy
2802,Northeast,Tagalongs,10,60,3/23/2024,1087,36-45,Male,$50-100k,4,New York, NY,6,Yes,Door-to-Door,Credit Card,4,3990,8,Kennedy,Door-to-Door,50,Rainy
2803,Northeast,Do-si-dos,8,48,5/18/2024,1436,18-25,Male,$150-200k,4,Hoboken, NJ,6,No,Booth,Credit Card,4,12019,17,Layla,Booth,64,Sunny
2804,Northeast,Samoas,7,42,4/24/2024,1402,26-35,Male,$100-150k,4,Clarks Summit, PA,6,No,Online,Mobile Payment,1,50801,18,Maria,Door-to-Door,54,Sunny
2805,West,Samoas,9,54,3/8/2024,1370,18-25,Female,$50-100k,3,Henderson, NV,6,Yes,Door-to-Door,Credit Card,1,79,20,Abigail,Door-to-Door,62,Sunny
2806,South,Lemonades,7,42,1/18/2024,1228,18-25,Female,$150-200k,3,Yukon, OK,6,Yes,Online,Mobile Payment,2,358,19,Quinn,Door-to-Door,56,Cloudy
2807,South,Do-si-dos,4,24,10/17/2024,1339,46-55,Male,$50-100k,4,Del City, OK,6,No,Online,Credit Card,4,425,19,Olivia,Online,55,Sunny
2808,Southeast,Trefoils,10,60,9/28/2024,1449,26-35,Female,$150-200k,5,Garner, NC,6,No,Booth,Credit Card,1,324,16,Charlotte,Online,69,Sunny
2809,Northeast,Samoas,4,24,9/17/2024,1428,46-55,Female,$100-150k,4,Brooklyn, NY,6,Yes,Online,Cash,4,2524,11,Teyana,Booth,58,Sunny
2810,Southeast,Tagalongs,5,30,4/8/2024,1202,46-55,Male,$100-150k,2,Apex, NC,6,Yes,Online,Cash,2,02584,16,Naima,Booth,68,Cloudy
2811,Southeast,Thin Mints,3,18,7/4/2024,1447,36-45,Male,$150-200k,5,Raleigh, NC,6,Yes,Online,Credit Card,2,1048,16,Josephine,Door-to-Door,59,Cloudy
2812,Northeast,Girl Scout S'mores,5,30,6/9/2024,1434,18-25,Male,$100-150k,2,Brooklyn, NY,6,Yes,Booth,Cash,3,2524,17,Teyana,Door-to-Door,52,Sunny
2813,West,Tagalongs,3,18,6/27/2024,1491,36-45,Female,$50-100k,2,Paradise, NV,6,Yes,Booth,Mobile Payment,3,396,20,Leah,Door-to-Door,55,Rainy
2814,Northeast,Thin Mints,6,36,3/22/2024,1143,36-45,Female,<$50k,4,Scranton, PA,6,Yes,Door-to-Door,Mobile Payment,2,52145,18,Willow,Door-to-Door,59,Rainy
2815,Northeast,Trefoils,10,60,7/2/2024,1101,46-55,Female,$150-200k,5,Wilkes-Barre, PA,6,No,Online,Mobile Payment,1,30130,18,Emilia,Online,70,Sunny
2816,Southeast,Samoas,3,18,8/21/2024,1051,18-25,Female,$150-200k,5,Cary, NC,6,No,Booth,Mobile Payment,2,00031,16,Shatasia,Online,53,Rainy
2817,Northeast,Samoas,3,18,4/3/2024,1357,46-55,Female,<$50k,5,Pittston, PA,6,Yes,Booth,Cash,5,3088,18,Daisy,Booth,52,Rainy
2818,Northeast,Samoas,7,42,1/17/2024,1001,46-55,Male,$150-200k,2,Albany, NY,6,No,Booth,Credit Card,4,1188,15,Amber,Door-to-Door,66,Rainy
