Sale_ID,Region,Cookie_Variety,Total_Boxes_Purchased,Sales_Amount,Sale_Date,Customer_ID,Age_Group,Gender,Household_Income,Family_Size,Customer_City,Customer_State,Price_Per_Box,Loyalty_Program_Participation,Preferred_Sales_Channel,Preferred_Payment_Method,Satisfaction_Rating,Troop_ID,Troop_Size,Troop_Leader_Name,Channel_Type
2903,South,Adventurefuls,1,6,5/12/2024,1398,26-35,Female,$50-100k,6,Collierville, TN,6,Yes,Booth,Mobile Payment,5,13258,11,Ava,Door-to-Door
2904,Northeast,Thin Mints,4,24,10/12/2024,1345,36-45,Male,$100-150k,5,Chevy Chase, MD,6,No,Door-to-Door,Mobile Payment,5,34145,14,Samantha,Online
2905,Southeast,Do-si-dos,7,42,9/24/2024,1361,26-35,Female,$100-150k,4,Miami, FL,6,Yes,Online,Credit Card,4,2417,10,Ruby,Online
2906,Northeast,Thin Mints,9,54,9/1/2024,1352,18-25,Female,$50-100k,2,Albany, NY,6,No,Door-to-Door,Mobile Payment,2,1188,15,Amber,Online
2907,Southeast,Thin Mints,2,12,3/1/2024,1195,26-35,Female,<$50k,3,Middleburg, FL,6,Yes,Booth,Cash,3,31115,14,Lila,Online
2908,Midwest,Toffee-tastic,3,18,3/31/2024,1343,36-45,Male,<$50k,3,Hilliard, OH,6,Yes,Door-to-Door,Credit Card,1,5957,9,Ella,Online
2909,Northeast,Samoas,9,54,9/5/2024,1364,36-45,Female,$100-150k,3,Hoboken, NJ,6,Yes,Online,Cash,2,12019,17,Layla,Online
2910,Midwest,Thin Mints,8,48,8/4/2024,1125,46-55,Male,$150-200k,3,Columbus, OH,6,Yes,Online,Credit Card,4,6824,9,Isabella,Booth
2911,Northeast,Tagalongs,9,54,7/10/2024,1267,18-25,Male,$100-150k,2,Union City, NJ,6,No,Booth,Credit Card,4,12201,17,Brooklyn,Online
2912,Southeast,Thin Mints,2,12,1/24/2024,1136,26-35,Male,<$50k,3,Atlanta, GA,6,Yes,Door-to-Door,Mobile Payment,3,24299,19,Stasia,Booth
2913,South,Samoas,2,12,7/17/2024,1339,46-55,Male,$50-100k,4,Del City, OK,6,No,Door-to-Door,Mobile Payment,2,425,19,Olivia,Booth
2914,Southeast,Trefoils,10,60,1/14/2024,1070,26-35,Male,$50-100k,3,Jacksonville, FL,6,Yes,Booth,Credit Card,2,72011,20,Stella,Online
2915,Southeast,Thin Mints,5,30,5/16/2024,1288,36-45,Male,$100-150k,2,Mint Hill, NC,6,Yes,Booth,Credit Card,5,547,10,Luna,Door-to-Door
2916,Northeast,Do-si-dos,4,24,7/9/2024,1224,18-25,Male,<$50k,6,Wethersfield, CT,6,Yes,Door-to-Door,Cash,3,10288,10,Delilah,Door-to-Door
2917,Midwest,Samoas,7,42,8/18/2024,1198,18-25,Male,<$50k,4,Columbus, OH,6,Yes,Door-to-Door,Cash,1,6824,9,Isabella,Online
2918,South,Do-si-dos,7,42,3/20/2024,1056,46-55,Female,$150-200k,2,Dallas, TX,6,No,Booth,Cash,3,3352,8,Emily,Online
2919,Northeast,Trefoils,3,18,1/12/2024,1045,26-35,Female,$100-150k,2,New York, NY,6,Yes,Online,Mobile Payment,4,3990,12,Kennedy,Online
2920,South,Thin Mints,7,42,4/13/2024,1196,18-25,Male,<$50k,4,Dallas, TX,6,Yes,Door-to-Door,Cash,3,3352,8,Emily,Booth
2921,Southeast,Tagalongs,2,12,5/15/2024,1413,18-25,Male,$150-200k,5,Callahan, FL,6,No,Booth,Mobile Payment,5,63013,10,De'ana,Booth
2922,Southeast,Lemon-Ups,4,24,4/14/2024,1499,26-35,Male,$150-200k,2,Callahan, FL,6,Yes,Booth,Mobile Payment,4,63013,9,De'ana,Door-to-Door
2923,Northeast,Girl Scout S'mores,3,18,10/16/2024,1176,18-25,Male,$100-150k,5,Colonie, NY,6,Yes,Online,Mobile Payment,1,1014,15,Chloe,Door-to-Door
2924,West,Thin Mints,5,30,5/9/2024,1009,36-45,Female,$50-100k,2,Inglewood, CA,6,Yes,Booth,Mobile Payment,3,5071,11,Avery,Booth
2925,Northeast,Thin Mints,3,18,1/3/2024,1357,46-55,Female,<$50k,5,Pittston, PA,6,Yes,Online,Cash,5,3088,18,Daisy,Online
2926,Northeast,Thin Mints,9,54,10/11/2024,1108,46-55,Female,$50-100k,2,Silver Spring, MD,6,Yes,Booth,Credit Card,4,42185,14,Jasmine,Door-to-Door
2927,Northeast,Thin Mints,9,54,6/15/2024,1064,18-25,Female,$150-200k,6,Bloomfield, CT,6,Yes,Booth,Mobile Payment,1,10318,10,Bianca,Online
2928,Southeast,Thin Mints,9,54,4/20/2024,1367,46-55,Male,$100-150k,4,Milton, GA,6,Yes,Booth,Credit Card,1,18529,8,Claire,Online
2929,Northeast,Lemonades,3,18,9/9/2024,1069,18-25,Male,$100-150k,5,New York, NY,6,Yes,Booth,Cash,4,3990,9,Kennedy,Booth
2930,West,Lemon-Ups,6,36,5/12/2024,1306,26-35,Male,$100-150k,4,Portland, OR,6,No,Door-to-Door,Mobile Payment,4,10457,8,Eliana,Booth
2931,Southeast,Samoas,5,30,5/3/2024,1465,26-35,Female,$100-150k,3,Mount Holly, NC,6,No,Door-to-Door,Mobile Payment,4,13400,16,Penelope,Online
2932,Southeast,Do-si-dos,1,6,1/30/2024,1139,46-55,Male,<$50k,6,Pineville, NC,6,Yes,Booth,Mobile Payment,2,2674,19,Piper,Online
2933,Northeast,Thin Mints,5,30,1/25/2024,1345,36-45,Male,$100-150k,5,Chevy Chase, MD,6,Yes,Booth,Credit Card,5,34145,14,Samantha,Booth
2934,Southeast,Samoas,1,6,7/19/2024,1150,18-25,Female,<$50k,3,Pineville, NC,6,No,Door-to-Door,Credit Card,2,2674,9,Piper,Online
2935,South,Girl Scout S'mores,1,6,4/25/2024,1161,36-45,Female,$50-100k,3,Irving, TX,6,Yes,Booth,Mobile Payment,3,2278,8,Nora,Online
2936,Northeast,Lemon-Ups,2,12,5/20/2024,1154,18-25,Male,<$50k,3,Albany, NY,6,Yes,Door-to-Door,Mobile Payment,3,1188,15,Amber,Booth
2937,Southeast,Girl Scout S'mores,4,24,1/13/2024,1319,36-45,Male,$100-150k,5,St. Augustine, FL,6,Yes,Door-to-Door,Credit Card,3,53021,9,Autumn,Booth
2938,Northeast,Thin Mints,2,12,5/14/2024,1092,46-55,Female,<$50k,2,Secaucus, NJ,6,No,Online,Mobile Payment,1,10289,17,Ivy,Online
2939,Northeast,Tagalongs,7,42,8/1/2024,1486,36-45,Male,$150-200k,3,Brooklyn, NY,6,No,Online,Credit Card,3,2524,14,Teyana,Door-to-Door
2940,Southeast,Do-si-dos,4,24,8/7/2024,1131,36-45,Male,$100-150k,2,Doral, FL,6,Yes,Door-to-Door,Credit Card,5,2405,10,Madison,Door-to-Door
2941,Northeast,Tagalongs,10,60,3/15/2024,1360,36-45,Male,$150-200k,3,Bronx, NY,6,Yes,Online,Cash,4,1236,19,Sydney,Online
2942,Southeast,Trefoils,10,60,3/22/2024,1353,46-55,Male,$150-200k,3,Yulee, FL,6,Yes,Booth,Cash,3,71734,16,Aaliyah,Door-to-Door
2943,Northeast,Thin Mints,6,36,1/31/2024,1004,26-35,Female,$50-100k,2,Washington, DC,6,Yes,Booth,Mobile Payment,4,2612,14,Arabella,Online
2944,Southeast,Thin Mints,8,48,5/26/2024,1208,18-25,Female,<$50k,3,Apex, NC,6,Yes,Online,Cash,5,02584,16,Naima,Online
2945,West,Thin Mints,1,6,2/28/2024,1418,36-45,Female,$100-150k,6,Hillsboro, OR,6,Yes,Door-to-Door,Cash,5,10777,8,Mia,Door-to-Door
2946,Southeast,Do-si-dos,5,30,1/25/2024,1071,26-35,Male,$150-200k,6,Garner, NC,6,Yes,Booth,Cash,5,324,16,Charlotte,Online
2947,Southeast,Lemon-Ups,6,36,2/1/2024,1046,36-45,Female,$150-200k,4,Jacksonville, FL,6,Yes,Booth,Cash,3,72011,9,Stella,Booth
2948,Southeast,Do-si-dos,6,36,9/21/2024,1115,36-45,Male,$150-200k,2,Charleston, SC,6,Yes,Online,Credit Card,5,3618,17,Jayla,Online
2949,Southeast,Adventurefuls,9,54,8/16/2024,1020,26-35,Female,$50-100k,2,Tucker, GA,6,Yes,Online,Cash,1,15239,19,Isla,Online
2950,Northeast,Toast-Yay!,9,54,3/4/2024,1039,46-55,Male,$100-150k,5,New York, NY,6,Yes,Booth,Mobile Payment,4,3990,12,Kennedy,Online
2951,Northeast,Thin Mints,7,42,6/22/2024,1257,18-25,Female,$100-150k,4,Washington, DC,6,No,Door-to-Door,Cash,2,2612,14,Arabella,Online
2952,Southeast,Samoas,6,36,2/17/2024,1202,46-55,Male,$100-150k,2,Apex, NC,6,Yes,Booth,Cash,5,02584,16,Naima,Booth
2953,Northeast,Samoas,6,36,1/9/2024,1033,18-25,Female,$150-200k,3,Clarks Summit, PA,6,No,Door-to-Door,Cash,4,50801,18,Maria,Booth
2954,Southeast,Thin Mints,9,54,8/24/2024,1287,36-45,Female,$50-100k,6,St. Augustine, FL,6,No,Door-to-Door,Cash,5,53021,17,Autumn,Booth
2955,South,Do-si-dos,8,48,1/29/2024,1383,18-25,Female,$100-150k,4,Del City, OK,6,Yes,Online,Credit Card,2,425,19,Olivia,Online
2956,Northeast,Samoas,3,18,8/3/2024,1110,18-25,Female,$50-100k,2,Silver Spring, MD,6,Yes,Online,Mobile Payment,2,42185,14,Jasmine,Online
2957,South,Samoas,4,24,3/24/2024,1135,18-25,Male,$150-200k,5,Alexandria, VA,6,No,Door-to-Door,Credit Card,5,1330,14,Ayanna,Booth
2958,South,Samoas,2,12,4/15/2024,1289,26-35,Female,$100-150k,5,Del City, OK,6,No,Booth,Mobile Payment,2,425,11,Olivia,Door-to-Door
2959,Southeast,Tagalongs,7,42,6/10/2024,1131,36-45,Male,$100-150k,2,Doral, FL,6,Yes,Booth,Credit Card,5,2405,10,Madison,Door-to-Door
2960,South,Samoas,9,54,4/13/2024,1445,26-35,Female,$100-150k,2,Collierville, TN,6,Yes,Booth,Credit Card,5,13258,11,Ava,Door-to-Door
2961,Northeast,Samoas,5,30,3/21/2024,1232,46-55,Male,$100-150k,4,New Britain, CT,6,Yes,Online,Cash,1,66731,10,Brianna,Online
2962,Southeast,Thin Mints,9,54,7/11/2024,1126,46-55,Female,$100-150k,5,Morrisville, NC,6,Yes,Online,Credit Card,5,407,16,Eleanor,Booth
2963,Southeast,Samoas,5,30,6/29/2024,1090,46-55,Male,$100-150k,3,Charlotte, NC,6,No,Door-to-Door,Cash,4,41,11,Alexis,Online
2964,Southeast,Samoas,3,18,3/12/2024,1336,18-25,Female,$100-150k,2,St. Augustine, FL,6,Yes,Door-to-Door,Credit Card,1,53021,12,Autumn,Booth
2965,Southeast,Tagalongs,2,12,7/13/2024,1415,18-25,Female,$100-150k,3,Callahan, FL,6,Yes,Door-to-Door,Mobile Payment,1,63013,9,De'ana,Online
2966,South,Tagalongs,1,6,1/4/2024,1384,36-45,Female,<$50k,3,Falls Church, VA,6,Yes,Door-to-Door,Mobile Payment,5,4211,14,Lily,Online
2967,West,Thin Mints,4,24,9/14/2024,1000,26-35,Female,$50-100k,4,Hillsboro, OR,6,Yes,Online,Cash,5,10777,8,Mia,Booth
2968,Northeast,Girl Scout S'mores,2,12,4/6/2024,1308,46-55,Female,$150-200k,3,Washington, DC,6,No,Booth,Cash,2,2612,14,Arabella,Online
2969,Northeast,Caramel Chocolate Chip,9,54,9/23/2024,1293,46-55,Female,$150-200k,3,Colonie, NY,6,No,Door-to-Door,Mobile Payment,3,1014,15,Chloe,Door-to-Door
2970,Midwest,Tagalongs,1,6,8/12/2024,1024,26-35,Male,$100-150k,5,Hilliard, OH,6,Yes,Booth,Mobile Payment,4,5957,9,Ella,Booth
2971,Southeast,Toast-Yay!,8,48,1/26/2024,1373,26-35,Female,$50-100k,4,Hialeah, FL,6,Yes,Booth,Credit Card,4,2564,10,Amelia,Online
2972,West,Tagalongs,5,30,8/7/2024,1263,18-25,Male,$100-150k,2,Scottsdale, AZ,6,No,Booth,Mobile Payment,5,128,13,Lydia,Door-to-Door
2973,Midwest,Samoas,4,24,2/13/2024,1026,18-25,Male,$150-200k,3,Columbus, OH,6,Yes,Booth,Cash,2,6824,9,Isabella,Booth
2974,West,Thin Mints,10,60,6/9/2024,1421,18-25,Female,$100-150k,3,Scottsdale, AZ,6,No,Online,Cash,1,128,13,Lydia,Online
2975,Southeast,Tagalongs,4,24,1/2/2024,1214,36-45,Female,$100-150k,2,East Point, GA,6,Yes,Online,Cash,1,30344,19,Zoe,Booth
2976,Southeast,Caramel Chocolate Chip,2,12,4/2/2024,1388,26-35,Female,$150-200k,2,Cary, NC,6,No,Booth,Credit Card,2,00031,16,Shatasia,Door-to-Door
2977,Northeast,Do-si-dos,10,60,3/29/2024,1271,36-45,Male,$100-150k,5,New Britain, CT,6,No,Online,Cash,3,66731,9,Brianna,Booth
2978,Southeast,Thin Mints,10,60,7/28/2024,1094,26-35,Male,$100-150k,2,Marietta, GA,6,No,Online,Cash,1,17534,19,Aurora,Booth
2979,Southeast,Tagalongs,9,54,9/8/2024,1351,36-45,Female,<$50k,6,Garner, NC,6,Yes,Booth,Credit Card,3,324,16,Charlotte,Online
2980,Northeast,Tagalongs,9,54,2/13/2024,1143,36-45,Female,<$50k,4,Scranton, PA,6,Yes,Booth,Cash,1,52145,18,Willow,Online
2981,South,Do-si-dos,7,42,8/20/2024,1383,18-25,Female,$100-150k,4,Del City, OK,6,Yes,Booth,Credit Card,4,425,19,Olivia,Door-to-Door
2982,Northeast,Girl Scout S'mores,9,54,8/27/2024,1497,46-55,Male,$100-150k,6,Colonie, NY,6,No,Booth,Cash,4,1014,15,Chloe,Door-to-Door
2983,West,Thin Mints,10,60,8/22/2024,1488,26-35,Female,$150-200k,4,Hillsboro, OR,6,No,Booth,Mobile Payment,4,10777,8,Mia,Door-to-Door
2984,Southeast,Trefoils,10,60,3/7/2024,1307,26-35,Female,$150-200k,6,Mint Hill, NC,6,No,Door-to-Door,Cash,3,547,14,Luna,Online
2985,Northeast,Do-si-dos,7,42,1/22/2024,1299,46-55,Female,$50-100k,2,Washington, DC,6,Yes,Door-to-Door,Mobile Payment,5,2612,14,Arabella,Booth
2986,Southeast,Tagalongs,3,18,1/7/2024,1258,36-45,Male,$100-150k,6,Hialeah, FL,6,Yes,Door-to-Door,Mobile Payment,4,2564,10,Amelia,Door-to-Door
2987,Southeast,Samoas,5,30,7/19/2024,1270,18-25,Male,$100-150k,3,Apex, NC,6,Yes,Booth,Mobile Payment,2,02584,16,Naima,Door-to-Door
2988,Northeast,Thin Mints,10,60,5/1/2024,1426,18-25,Female,$100-150k,4,Brooklyn, NY,6,Yes,Booth,Credit Card,1,2524,18,Teyana,Door-to-Door
2989,Midwest,Thin Mints,10,60,2/20/2024,1157,26-35,Female,$150-200k,2,Powell, OH,6,Yes,Online,Mobile Payment,3,5169,9,Sadie,Online
2990,Southeast,Samoas,9,54,9/29/2024,1423,26-35,Female,$150-200k,6,East Point, GA,6,No,Booth,Mobile Payment,1,30344,19,Zoe,Online
2991,South,Tagalongs,1,6,4/6/2024,1405,18-25,Male,$150-200k,2,Choctaw, OK,6,No,Booth,Cash,4,371,13,Mecca,Online
2992,Southeast,Tagalongs,5,30,8/3/2024,1395,18-25,Male,<$50k,3,Miami, FL,6,No,Booth,Credit Card,2,2417,10,Ruby,Online
2993,West,Adventurefuls,5,30,9/4/2024,1181,26-35,Male,$100-150k,6,Beaverton, OR,6,No,Booth,Credit Card,1,81503,8,Kamora,Online
2994,Northeast,Tagalongs,8,48,6/21/2024,1055,36-45,Female,<$50k,4,Jersey City, NJ,6,No,Booth,Credit Card,4,12316,17,Lucy,Online
2995,South,Samoas,10,60,7/25/2024,1483,26-35,Female,$150-200k,2,Choctaw, OK,6,Yes,Door-to-Door,Cash,4,371,9,Mecca,Booth
2996,West,Tagalongs,5,30,4/20/2024,1311,26-35,Female,$100-150k,5,Paradise, NV,6,No,Online,Cash,2,396,20,Leah,Door-to-Door
2997,Northeast,Toffee-tastic,3,18,6/8/2024,1088,18-25,Male,$100-150k,3,Bloomfield, CT,6,Yes,Online,Mobile Payment,5,10318,16,Bianca,Online
2998,South,Tagalongs,9,54,1/28/2024,1480,26-35,Male,$100-150k,5,Grand Prairie, TX,6,Yes,Door-to-Door,Credit Card,4,1661,8,Harper,Online
2999,Northeast,Trefoils,10,60,4/26/2024,1475,26-35,Male,$150-200k,3,New Britain, CT,6,No,Booth,Mobile Payment,5,66731,12,Brianna,Booth
3000,West,Thin Mints,1,6,4/1/2024,1455,26-35,Male,<$50k,3,Scottsdale, AZ,6,No,Door-to-Door,Cash,4,128,13,Lydia,Booth
3001,Southeast,Thin Mints,1,6,1/5/2024,1280,46-55,Male,$50-100k,2,Mount Pleasant, SC,6,No,Door-to-Door,Cash,3,3033,17,Addison,Booth
3002,Northeast,Thin Mints,8,48,2/3/2024,1055,36-45,Female,<$50k,4,Jersey City, NJ,6,Yes,Door-to-Door,Cash,3,12316,17,Lucy,Online
3003,Northeast,Tagalongs,5,30,8/27/2024,1218,26-35,Female,<$50k,4,Union City, NJ,6,No,Door-to-Door,Mobile Payment,2,12201,17,Brooklyn,Door-to-Door
3004,Southeast,Lemon-Ups,2,12,6/2/2024,1115,36-45,Male,$150-200k,2,Charleston, SC,6,No,Booth,Credit Card,2,3618,17,Jayla,Booth
3005,West,Thin Mints,2,12,8/29/2024,1192,26-35,Female,<$50k,4,Las Vegas, NV,6,No,Online,Cash,1,676,20,Victoria,Online
3006,Southeast,Thin Mints,7,42,8/16/2024,1390,26-35,Male,$150-200k,3,Apex, NC,6,Yes,Booth,Mobile Payment,2,02584,16,Naima,Door-to-Door
3007,West,Thin Mints,4,24,4/11/2024,1023,46-55,Female,$100-150k,6,Inglewood, CA,6,Yes,Online,Cash,2,5071,11,Avery,Booth
3008,Southeast,Thin Mints,6,36,7/2/2024,1305,36-45,Male,$50-100k,6,Miami, FL,6,No,Booth,Mobile Payment,2,2417,10,Ruby,Booth
3009,Northeast,Do-si-dos,4,24,8/6/2024,1034,18-25,Male,$50-100k,3,Hartford, CT,6,Yes,Online,Credit Card,5,10057,18,Aria,Online
3010,Northeast,Thin Mints,4,24,5/10/2024,1354,36-45,Male,$50-100k,3,Union City, NJ,6,No,Online,Credit Card,3,12201,17,Brooklyn,Online
3011,Southeast,Trefoils,9,54,7/27/2024,1444,26-35,Female,$150-200k,6,Mount Holly, NC,6,Yes,Online,Credit Card,5,13400,9,Penelope,Door-to-Door
3012,South,Girl Scout S'mores,4,24,1/11/2024,1300,18-25,Female,$50-100k,6,Del City, OK,6,No,Booth,Mobile Payment,5,425,9,Olivia,Door-to-Door
3013,West,Tagalongs,10,60,2/14/2024,1192,26-35,Female,<$50k,4,Las Vegas, NV,6,Yes,Online,Mobile Payment,2,676,20,Victoria,Door-to-Door
3014,West,Samoas,8,48,3/29/2024,1464,18-25,Female,<$50k,6,Milwaukie, OR,6,Yes,Door-to-Door,Cash,4,11886,8,Alice,Booth
3015,Southeast,Adventurefuls,5,30,6/2/2024,1210,18-25,Male,$100-150k,2,Middleburg, FL,6,Yes,Online,Mobile Payment,3,31115,15,Lila,Booth
3016,Northeast,Thin Mints,4,24,10/10/2024,1133,46-55,Male,$50-100k,2,Bloomfield, CT,6,Yes,Door-to-Door,Cash,2,10318,13,Bianca,Online
3017,South,Tagalongs,2,12,5/2/2024,1209,18-25,Female,$150-200k,5,Arlington, VA,6,Yes,Door-to-Door,Cash,3,60031,14,Essence,Door-to-Door
3018,Northeast,Tagalongs,10,60,3/15/2024,1060,36-45,Male,$50-100k,5,Union City, NJ,6,No,Door-to-Door,Credit Card,5,12201,17,Brooklyn,Door-to-Door
3019,Southeast,Tagalongs,9,54,9/23/2024,1131,36-45,Male,$100-150k,2,Doral, FL,6,No,Door-to-Door,Cash,5,2405,10,Madison,Booth
3020,Southeast,Thin Mints,9,54,2/9/2024,1447,36-45,Male,$150-200k,5,Raleigh, NC,6,No,Booth,Cash,3,1048,16,Josephine,Door-to-Door
3021,Midwest,Do-si-dos,6,36,5/25/2024,1328,46-55,Male,$50-100k,6,Powell, OH,6,No,Booth,Cash,1,5169,9,Sadie,Door-to-Door
3022,South,Thin Mints,1,6,9/7/2024,1185,46-55,Female,$50-100k,5,Yukon, OK,6,No,Booth,Mobile Payment,2,358,13,Quinn,Online
3023,Southeast,Tagalongs,4,24,7/25/2024,1011,26-35,Male,$100-150k,2,Doral, FL,6,No,Booth,Credit Card,3,2405,10,Madison,Booth
3024,Northeast,Lemonades,8,48,2/13/2024,1106,46-55,Male,$50-100k,4,Bethesda, MD,6,Yes,Booth,Mobile Payment,5,2059,14,Roxy,Booth
3025,Northeast,Tagalongs,5,30,7/17/2024,1015,26-35,Female,<$50k,4,Bayonne, NJ,6,No,Booth,Mobile Payment,1,12052,17,Annie,Online
3026,Northeast,Girl Scout S'mores,1,6,1/1/2024,1265,26-35,Male,<$50k,5,Secaucus, NJ,6,Yes,Booth,Cash,1,10289,17,Ivy,Booth
3027,Southeast,Thin Mints,4,24,10/20/2024,1482,18-25,Female,<$50k,5,Coconut Grove, FL,6,No,Booth,Cash,5,2413,10,Itali,Door-to-Door
3028,West,Samoas,10,60,6/26/2024,1418,36-45,Female,$100-150k,6,Hillsboro, OR,6,Yes,Online,Credit Card,1,10777,8,Mia,Online
3029,West,Do-si-dos,8,48,5/13/2024,1167,26-35,Male,$100-150k,3,Portland, OR,6,Yes,Booth,Credit Card,3,10457,8,Eliana,Online
3030,Northeast,Thin Mints,2,12,5/6/2024,1451,18-25,Female,$100-150k,5,Brooklyn, NY,6,No,Door-to-Door,Cash,1,2524,17,Teyana,Booth
3031,South,Samoas,8,48,8/27/2024,1274,18-25,Female,<$50k,4,Dallas, TX,6,Yes,Booth,Credit Card,1,3352,8,Emily,Online
3032,Southeast,Samoas,10,60,7/12/2024,1315,26-35,Male,<$50k,3,Milton, GA,6,No,Booth,Cash,2,18529,8,Claire,Door-to-Door
3033,Southeast,Samoas,8,48,2/11/2024,1191,26-35,Female,$150-200k,3,Pineville, NC,6,Yes,Online,Mobile Payment,3,2674,16,Piper,Door-to-Door
3034,Southeast,Tagalongs,10,60,1/31/2024,1085,26-35,Male,$100-150k,4,Charlotte, NC,6,Yes,Booth,Credit Card,2,41,13,Alexis,Door-to-Door
3035,Southeast,Thin Mints,3,18,2/5/2024,1278,36-45,Female,$100-150k,3,Matthews, NC,6,No,Door-to-Door,Credit Card,3,664,8,Scarlett,Online
3036,West,Tagalongs,9,54,10/23/2024,1452,26-35,Female,<$50k,2,Paradise, NV,6,No,Door-to-Door,Mobile Payment,4,396,20,Leah,Online
3037,Southeast,Thin Mints,4,24,6/5/2024,1292,36-45,Male,$50-100k,4,Hialeah, FL,6,Yes,Online,Mobile Payment,3,2564,10,Amelia,Online
3038,West,Tagalongs,8,48,1/3/2024,1464,18-25,Female,<$50k,6,Milwaukie, OR,6,No,Door-to-Door,Mobile Payment,5,11886,8,Alice,Booth
3039,Southeast,Thin Mints,9,54,7/5/2024,1285,46-55,Male,$100-150k,2,Alpharetta, GA,6,Yes,Online,Credit Card,3,20626,8,Nia,Online
3040,South,Caramel Chocolate Chip,1,6,8/22/2024,1204,26-35,Male,$100-150k,2,Arlington, VA,6,No,Door-to-Door,Credit Card,2,60031,14,Essence,Door-to-Door
3041,Southeast,Thin Mints,5,30,8/14/2024,1262,36-45,Female,$100-150k,6,Alpharetta, GA,6,Yes,Online,Cash,2,20626,8,Nia,Booth
3042,South,Toast-Yay!,3,18,2/25/2024,1089,36-45,Male,$50-100k,6,Moore, OK,6,No,Booth,Mobile Payment,5,3637,9,Audrey,Online
3043,Southeast,Do-si-dos,4,24,7/2/2024,1435,26-35,Female,$150-200k,2,Mount Holly, NC,6,Yes,Booth,Cash,4,13400,13,Penelope,Online
3044,Southeast,Tagalongs,9,54,1/17/2024,1404,18-25,Female,$150-200k,4,East Point, GA,6,No,Door-to-Door,Mobile Payment,2,30344,19,Zoe,Booth
3045,Southeast,Caramel Chocolate Chip,9,54,5/12/2024,1085,26-35,Male,$100-150k,4,Charlotte, NC,6,Yes,Door-to-Door,Credit Card,3,41,13,Alexis,Booth
3046,Northeast,Do-si-dos,9,54,5/16/2024,1132,46-55,Female,$150-200k,2,Queens, NY,6,Yes,Door-to-Door,Credit Card,2,4032,10,Elena,Online
3047,Northeast,Tagalongs,4,24,3/13/2024,1229,36-45,Male,$150-200k,3,New Britain, CT,6,No,Booth,Cash,3,66731,16,Brianna,Door-to-Door
3048,Southeast,Thin Mints,3,18,4/14/2024,1373,26-35,Female,$50-100k,4,Hialeah, FL,6,Yes,Booth,Credit Card,5,2564,10,Amelia,Door-to-Door
3049,Northeast,Trefoils,9,54,7/16/2024,1409,26-35,Male,$150-200k,5,Secaucus, NJ,6,No,Online,Cash,1,10289,17,Ivy,Booth
3050,West,Samoas,2,12,6/15/2024,1389,46-55,Male,<$50k,3,Henderson, NV,6,Yes,Booth,Credit Card,1,79,20,Abigail,Door-to-Door
3051,West,Samoas,4,24,4/18/2024,1145,46-55,Female,<$50k,4,Las Vegas, NV,6,No,Door-to-Door,Mobile Payment,4,676,20,Victoria,Booth
3052,Southeast,Girl Scout S'mores,5,30,4/4/2024,1386,18-25,Male,<$50k,6,Yulee, FL,6,No,Booth,Cash,1,71734,9,Aaliyah,Door-to-Door
3053,Northeast,Thin Mints,9,54,2/19/2024,1159,26-35,Female,<$50k,4,Scranton, PA,6,Yes,Door-to-Door,Mobile Payment,2,52145,18,Willow,Online
3054,Midwest,Thin Mints,3,18,4/3/2024,1199,18-25,Male,$100-150k,2,Hilliard, OH,6,Yes,Online,Credit Card,1,5957,9,Ella,Booth
3055,Northeast,Do-si-dos,4,24,9/29/2024,1133,46-55,Male,$50-100k,2,Bloomfield, CT,6,No,Door-to-Door,Credit Card,3,10318,13,Bianca,Booth
3056,Northeast,Do-si-dos,6,36,3/28/2024,1466,18-25,Female,$150-200k,6,Brooklyn, NY,6,Yes,Online,Mobile Payment,1,2524,8,Teyana,Booth
3057,Southeast,Tagalongs,9,54,10/11/2024,1280,46-55,Male,$50-100k,2,Mount Pleasant, SC,6,No,Booth,Mobile Payment,2,3033,17,Addison,Booth
3058,Southeast,Do-si-dos,7,42,10/21/2024,1448,46-55,Female,$150-200k,6,Callahan, FL,6,Yes,Door-to-Door,Mobile Payment,3,63013,9,De'ana,Online
3059,Southeast,Thin Mints,3,18,10/24/2024,1386,18-25,Male,<$50k,6,Yulee, FL,6,Yes,Booth,Cash,2,71734,9,Aaliyah,Online
3060,West,Trefoils,7,42,8/10/2024,1421,18-25,Female,$100-150k,3,Scottsdale, AZ,6,No,Booth,Cash,2,128,13,Lydia,Booth
3061,West,Tagalongs,3,18,7/7/2024,1122,36-45,Male,$50-100k,6,Portland, OR,6,No,Booth,Cash,4,10457,8,Eliana,Booth
3062,Midwest,Caramel Chocolate Chip,6,36,1/4/2024,1328,46-55,Male,$50-100k,6,Powell, OH,6,No,Online,Credit Card,5,5169,9,Sadie,Online
3063,Southeast,Samoas,2,12,4/16/2024,1136,26-35,Male,<$50k,3,Atlanta, GA,6,No,Online,Cash,2,24299,19,Stasia,Door-to-Door
3064,Northeast,Samoas,2,12,7/23/2024,1393,36-45,Male,$50-100k,2,Bronx, NY,6,Yes,Booth,Credit Card,1,1236,20,Sydney,Online
3065,Southeast,Toffee-tastic,6,36,3/14/2024,1019,18-25,Female,$100-150k,5,Jacksonville, FL,6,No,Door-to-Door,Credit Card,5,72011,8,Stella,Online
3066,Southeast,Thin Mints,2,12,5/3/2024,1016,18-25,Male,<$50k,6,Sullivan’s Island, SC,6,Yes,Door-to-Door,Credit Card,3,3613,17,Ivy,Door-to-Door
